value,proposed,result
10135, 7094.5, 1
60245, 18073.5, 0
36030, 21618.0, 0
86039, 17207.8, 0
79362, 23808.6, 0
35853, 17926.5, 0
65470, 19641.0, 0
68106, 20431.8, 0
22218, 4443.6, 0
81135, 16227.0, 0
28445, 8533.5, 0
54748, 38323.6, 0
11502, 6901.2, 1
97051, 19410.2, 0
12351, 2470.2, 0
67608, 33804.0, 0
94625, 28387.5, 0
91121, 18224.2, 0
84572, 25371.6, 0
17556, 5266.8, 0
31508, 9452.4, 0
62069, 24827.6, 0
53228, 10645.6, 0
4987, 1994.8, 1
61779, 18533.7, 0
16069, 4820.7, 0
14664, 4399.2, 0
72389, 21716.7, 0
29169, 8750.7, 0
3557, 2134.2, 0
87599, 26279.7, 1
40339, 20169.5, 0
36393, 18196.5, 1
11382, 2276.4, 0
57328, 17198.4, 0
28786, 17271.6, 0
84729, 50837.4, 1
95477, 66833.9, 1
83300, 24990.0, 0
32226, 19335.6, 1
73913, 22173.9, 0
56133, 16839.9, 0
27183, 8154.9, 0
99185, 59511.0, 0
82489, 24746.7, 0
60918, 24367.2, 0
65741, 19722.3, 0
98825, 29647.5, 0
66481, 33240.5, 0
9379, 6565.3, 1
87607, 61324.9, 1
53854, 16156.2, 0
41245, 8249.0, 0
35788, 25051.6, 1
95675, 28702.5, 0
61767, 30883.5, 1
59947, 29973.5, 0
16138, 3227.6, 0
47520, 28512.0, 0
85389, 25616.7, 0
7275, 3637.5, 0
93781, 56268.6, 0
42398, 12719.4, 0
87813, 26343.9, 0
40100, 12030.0, 0
65101, 26040.4, 1
92902, 46451.0, 1
34099, 10229.7, 0
94723, 66306.1, 1
3075, 1230.0, 0
52272, 20908.8, 0
98287, 39314.8, 0
98677, 19735.4, 0
33681, 16840.5, 0
1001, 600.6, 0
73362, 22008.6, 0
18405, 11043.0, 0
5098, 1019.6, 0
3184, 955.2, 0
94108, 28232.4, 0
85507, 59854.9, 1
13206, 3961.8, 1
66252, 19875.6, 1
64170, 25668.0, 0
63845, 12769.0, 1
55272, 16581.6, 0
64267, 38560.2, 1
96030, 38412.0, 0
54772, 16431.6, 1
4207, 1262.1, 0
73377, 22013.1, 0
33252, 13300.8, 1
71505, 21451.5, 1
62108, 31054.0, 0
3244, 973.2, 0
91322, 27396.6, 0
51572, 15471.6, 0
52571, 15771.3, 0
5500, 2750.0, 1
94091, 28227.3, 1
65738, 13147.6, 0
90338, 18067.6, 0
23501, 4700.2, 0
70864, 49604.8, 1
19819, 7927.6, 0
36954, 11086.2, 1
73981, 29592.4, 1
7467, 2240.1, 0
13529, 4058.7, 0
50173, 25086.5, 0
19313, 5793.9, 0
61187, 18356.1, 0
7141, 2856.4, 0
52086, 15625.8, 0
38387, 11516.1, 0
78740, 15748.0, 0
24528, 4905.6, 0
88018, 26405.4, 0
28702, 14351.0, 0
13029, 5211.6, 1
19752, 13826.4, 0
15007, 4502.1, 0
47897, 33527.9, 1
38439, 23063.4, 0
27205, 19043.5, 0
71022, 35511.0, 0
93416, 65391.2, 1
13944, 4183.2, 0
29594, 11837.6, 0
78851, 23655.3, 0
76594, 22978.2, 0
88248, 17649.6, 0
34492, 10347.6, 0
26198, 7859.4, 0
30657, 21459.9, 1
82024, 41012.0, 0
52900, 10580.0, 0
33035, 9910.5, 0
26842, 13421.0, 1
71908, 21572.4, 0
24221, 9688.4, 0
69290, 41574.0, 0
64427, 19328.1, 0
91459, 18291.8, 0
31010, 6202.0, 0
35800, 17900.0, 0
87899, 26369.7, 0
41968, 12590.4, 0
43203, 30242.1, 1
32936, 6587.2, 0
65214, 19564.2, 0
72851, 21855.3, 0
91799, 27539.7, 1
38369, 7673.8, 0
64418, 12883.6, 0
24305, 17013.5, 1
50583, 15174.9, 0
90530, 18106.0, 0
34724, 10417.2, 0
92264, 55358.4, 1
88221, 26466.3, 1
67959, 20387.7, 0
92393, 27717.9, 0
26476, 7942.8, 0
62152, 18645.6, 0
14214, 9949.8, 1
90045, 54027.0, 0
99212, 69448.4, 1
79722, 31888.8, 0
76950, 23085.0, 0
2967, 593.4, 0
59331, 17799.3, 0
82817, 41408.5, 0
77989, 23396.7, 0
9800, 3920.0, 0
66246, 33123.0, 1
67477, 20243.1, 0
78136, 23440.8, 0
23356, 9342.4, 0
89827, 26948.1, 0
11264, 7884.8, 1
10392, 4156.8, 0
49517, 14855.1, 0
2172, 1086.0, 0
9542, 2862.6, 0
80677, 16135.4, 0
73378, 22013.4, 1
83397, 25019.1, 0
24102, 7230.6, 0
50797, 15239.1, 0
74527, 22358.1, 0
81507, 24452.1, 1
22678, 13606.8, 1
45888, 32121.6, 0
22305, 13383.0, 0
74247, 37123.5, 0
59899, 17969.7, 0
49221, 34454.7, 1
59521, 29760.5, 1
60859, 24343.6, 0
28030, 8409.0, 0
10243, 2048.6, 0
26117, 5223.4, 0
17110, 3422.0, 0
37157, 11147.1, 1
95480, 19096.0, 0
68985, 41391.0, 0
67567, 27026.8, 0
42061, 21030.5, 1
13886, 6943.0, 0
39770, 11931.0, 0
82743, 41371.5, 1
52317, 10463.4, 0
24535, 9814.0, 0
10533, 7373.1, 0
47816, 14344.8, 1
98402, 29520.6, 0
23303, 6990.9, 0
93275, 18655.0, 0
45904, 22952.0, 1
27458, 16474.8, 0
15522, 4656.6, 0
6960, 2088.0, 0
53794, 37655.8, 0
63402, 19020.6, 0
4302, 1290.6, 0
23628, 7088.4, 0
40495, 24297.0, 0
66909, 13381.8, 0
52818, 26409.0, 0
49911, 9982.2, 1
78578, 23573.4, 0
41896, 8379.2, 0
60401, 18120.3, 0
12836, 6418.0, 0
47522, 9504.4, 0
53042, 15912.6, 0
70783, 42469.8, 0
44941, 13482.3, 1
2463, 492.6, 0
14415, 4324.5, 0
78646, 23593.8, 0
41042, 12312.6, 0
17027, 5108.1, 0
78306, 15661.2, 0
13295, 2659.0, 0
13783, 4134.9, 0
36432, 25502.4, 1
78336, 23500.8, 0
94188, 47094.0, 0
52675, 15802.5, 0
85529, 25658.7, 0
71545, 14309.0, 0
33830, 20298.0, 0
41479, 24887.4, 0
64496, 25798.4, 0
31471, 9441.3, 0
70195, 35097.5, 0
14780, 4434.0, 1
62328, 12465.6, 1
5101, 2040.4, 0
26146, 5229.2, 0
96144, 38457.6, 0
93947, 18789.4, 0
87151, 17430.2, 0
38040, 7608.0, 1
40232, 8046.4, 0
6159, 4311.3, 0
56342, 16902.6, 1
12945, 2589.0, 0
93911, 18782.2, 0
59467, 41626.9, 0
77899, 38949.5, 1
29641, 5928.2, 0
43324, 12997.2, 0
93019, 27905.7, 0
51788, 15536.4, 0
60588, 12117.6, 0
98262, 39304.8, 0
26637, 7991.1, 0
48277, 9655.4, 0
16454, 9872.4, 0
95257, 38102.8, 0
57924, 34754.4, 0
25812, 18068.4, 0
86506, 25951.8, 0
33627, 10088.1, 0
19746, 9873.0, 0
32969, 23078.3, 1
58935, 23574.0, 0
95783, 28734.9, 0
74677, 14935.4, 0
86123, 43061.5, 0
45133, 27079.8, 1
31479, 9443.7, 1
78981, 55286.7, 1
69177, 48423.9, 0
24810, 12405.0, 0
22203, 6660.9, 0
99352, 39740.8, 0
98808, 39523.2, 0
52797, 26398.5, 0
90038, 18007.6, 0
41272, 8254.4, 0
93570, 18714.0, 0
1530, 306.0, 0
41563, 12468.9, 0
5449, 1634.7, 0
10127, 3038.1, 0
3657, 1097.1, 0
64492, 19347.6, 0
2099, 1049.5, 0
81043, 24312.9, 0
14648, 8788.8, 0
22679, 4535.8, 0
34483, 10344.9, 0
54339, 27169.5, 1
90626, 45313.0, 0
26739, 8021.7, 1
78373, 15674.6, 0
25076, 7522.8, 0
59596, 11919.2, 0
59404, 17821.2, 0
50352, 25176.0, 1
67579, 47305.3, 1
66324, 19897.2, 1
87023, 26106.9, 0
24031, 7209.3, 0
62485, 12497.0, 0
57763, 40434.1, 1
80209, 40104.5, 0
17298, 10378.8, 0
82721, 16544.2, 0
97689, 29306.7, 1
66470, 19941.0, 0
62372, 18711.6, 0
67242, 33621.0, 0
22947, 16062.9, 1
28770, 17262.0, 0
11291, 3387.3, 0
20386, 4077.2, 0
55154, 11030.8, 1
67395, 47176.5, 0
94142, 56485.2, 1
80983, 24294.9, 0
99555, 19911.0, 0
20014, 6004.2, 0
44468, 8893.6, 0
81366, 40683.0, 0
22833, 15983.1, 1
79868, 15973.6, 0
48582, 19432.8, 0
6348, 3808.8, 0
2049, 614.7, 0
62884, 31442.0, 0
3532, 706.4, 0
6547, 3273.5, 0
65752, 13150.4, 0
53264, 10652.8, 0
86705, 26011.5, 1
1911, 573.3, 0
62255, 37353.0, 0
19617, 11770.2, 1
32117, 9635.1, 0
28394, 8518.2, 1
32458, 6491.6, 0
31387, 6277.4, 0
99047, 29714.1, 0
75050, 22515.0, 1
39055, 11716.5, 0
14450, 4335.0, 0
50602, 15180.6, 0
9872, 2961.6, 0
88627, 62038.9, 1
67598, 20279.4, 0
78589, 39294.5, 0
43427, 13028.1, 0
2004, 1402.8, 0
55918, 27959.0, 0
34182, 10254.6, 1
47994, 33595.8, 1
26750, 5350.0, 0
82644, 41322.0, 0
7698, 3079.2, 1
39601, 7920.2, 0
43497, 13049.1, 0
91713, 64199.1, 1
86030, 17206.0, 0
94833, 28449.9, 0
63726, 12745.2, 0
50901, 10180.2, 0
3249, 649.8, 0
28727, 14363.5, 0
43625, 26175.0, 0
79902, 23970.6, 1
87658, 43829.0, 0
63260, 25304.0, 0
56526, 39568.2, 0
30880, 6176.0, 0
79726, 47835.6, 1
10540, 3162.0, 0
40927, 28648.9, 1
23120, 6936.0, 0
26461, 7938.3, 0
12671, 6335.5, 0
25957, 15574.2, 0
63914, 19174.2, 0
40876, 16350.4, 0
6200, 4340.0, 1
52632, 15789.6, 0
57522, 17256.6, 0
51426, 35998.2, 1
74503, 37251.5, 1
93109, 65176.3, 1
86586, 51951.6, 0
44622, 8924.4, 0
20071, 4014.2, 0
5591, 1677.3, 0
1526, 305.2, 0
74850, 22455.0, 1
97926, 29377.8, 0
9398, 3759.2, 0
46319, 9263.8, 0
27511, 8253.3, 0
89685, 17937.0, 0
66643, 19992.9, 0
46541, 23270.5, 0
11472, 3441.6, 0
12092, 3627.6, 0
17841, 3568.2, 0
71339, 49937.3, 1
67012, 20103.6, 0
14592, 4377.6, 0
77354, 38677.0, 0
35624, 17812.0, 0
83300, 49980.0, 0
63155, 18946.5, 0
5529, 3870.3, 0
11092, 5546.0, 0
22925, 9170.0, 0
72554, 21766.2, 0
38236, 11470.8, 0
17850, 10710.0, 0
35102, 17551.0, 0
69146, 48402.2, 1
11028, 3308.4, 1
94920, 28476.0, 0
76891, 23067.3, 0
67887, 27154.8, 0
19981, 5994.3, 0
78129, 23438.7, 0
11291, 4516.4, 0
68227, 40936.2, 0
63128, 12625.6, 0
50301, 25150.5, 0
69653, 20895.9, 0
45271, 31689.7, 1
59432, 11886.4, 0
42137, 12641.1, 0
25005, 7501.5, 0
68284, 13656.8, 0
48564, 24282.0, 0
6390, 1917.0, 0
53478, 10695.6, 0
74957, 22487.1, 0
22604, 4520.8, 0
20739, 12443.4, 0
60159, 18047.7, 0
92056, 18411.2, 0
58818, 17645.4, 0
60378, 12075.6, 0
57042, 39929.4, 0
72333, 14466.6, 0
54133, 10826.6, 0
52132, 36492.4, 0
71940, 43164.0, 1
77695, 54386.5, 1
91296, 63907.2, 1
37809, 7561.8, 0
75734, 30293.6, 1
50999, 15299.7, 0
12186, 8530.2, 1
29456, 5891.2, 0
78644, 23593.2, 0
84631, 25389.3, 0
16984, 8492.0, 0
30169, 6033.8, 0
63460, 12692.0, 0
63291, 12658.2, 0
86349, 17269.8, 0
31679, 9503.7, 1
22185, 4437.0, 0
12454, 8717.8, 1
54487, 32692.2, 0
92414, 36965.6, 0
34536, 17268.0, 0
36376, 10912.8, 0
3484, 696.8, 0
63745, 19123.5, 0
2505, 1002.0, 1
97763, 58657.8, 0
50748, 15224.4, 0
30797, 6159.4, 0
15208, 10645.6, 0
33368, 20020.8, 0
40437, 12131.1, 0
73850, 14770.0, 1
1830, 732.0, 0
54884, 38418.8, 1
11850, 2370.0, 0
86476, 17295.2, 0
41805, 20902.5, 0
89869, 26960.7, 0
22857, 9142.8, 0
57087, 28543.5, 0
90668, 36267.2, 0
61513, 18453.9, 1
23874, 7162.2, 0
94184, 28255.2, 0
76261, 30504.4, 0
92612, 27783.6, 0
4478, 1343.4, 0
85991, 51594.6, 1
80017, 40008.5, 1
5523, 1656.9, 0
8216, 4108.0, 0
83962, 33584.8, 1
4211, 2526.6, 1
76290, 15258.0, 1
86359, 34543.6, 0
35675, 10702.5, 0
87251, 17450.2, 0
90381, 63266.7, 1
10041, 3012.3, 0
2163, 865.2, 0
24434, 7330.2, 0
31775, 6355.0, 0
60740, 36444.0, 0
95224, 28567.2, 0
48040, 28824.0, 1
46630, 13989.0, 0
38908, 15563.2, 0
62938, 44056.6, 0
17044, 5113.2, 0
87676, 26302.8, 0
31123, 9336.9, 0
80286, 24085.8, 0
50048, 10009.6, 1
77334, 54133.8, 0
6674, 3337.0, 0
78743, 47245.8, 1
98279, 29483.7, 0
99186, 19837.2, 0
15849, 4754.7, 1
22368, 4473.6, 1
42821, 8564.2, 0
47913, 14373.9, 0
80375, 32150.0, 1
99497, 29849.1, 1
72686, 14537.2, 0
7018, 4210.8, 0
6170, 4319.0, 1
65948, 26379.2, 0
36452, 10935.6, 0
84400, 25320.0, 0
25418, 7625.4, 0
6283, 4398.1, 0
27514, 8254.2, 0
29644, 17786.4, 0
89968, 17993.6, 1
85415, 17083.0, 0
45199, 31639.3, 1
64845, 45391.5, 1
11297, 7907.9, 0
30152, 15076.0, 0
50180, 35126.0, 0
95498, 19099.6, 0
62159, 12431.8, 0
65709, 19712.7, 0
24526, 14715.6, 0
41065, 12319.5, 0
83539, 50123.4, 1
2127, 850.8, 1
63192, 18957.6, 0
36223, 14489.2, 0
78343, 23502.9, 0
68183, 40909.8, 1
95098, 57058.8, 1
82078, 24623.4, 0
88663, 53197.8, 1
9195, 2758.5, 0
10587, 2117.4, 1
78581, 15716.2, 0
46017, 32211.9, 0
81379, 24413.7, 0
46729, 28037.4, 0
11072, 6643.2, 0
62392, 12478.4, 0
9329, 6530.3, 1
62181, 31090.5, 1
64777, 32388.5, 1
99295, 59577.0, 0
43156, 12946.8, 0
64916, 38949.6, 0
91638, 54982.8, 1
73542, 22062.6, 1
94836, 66385.2, 0
88057, 61639.9, 1
61511, 30755.5, 0
94539, 28361.7, 0
36764, 11029.2, 0
9945, 3978.0, 0
94568, 28370.4, 0
55159, 16547.7, 0
65790, 19737.0, 0
8681, 1736.2, 0
73553, 22065.9, 1
11541, 2308.2, 0
70089, 35044.5, 0
22722, 11361.0, 0
57413, 11482.6, 0
53904, 16171.2, 0
64166, 19249.8, 1
55015, 38510.5, 0
48687, 19474.8, 0
98460, 49230.0, 1
7623, 2286.9, 0
26523, 5304.6, 0
21132, 6339.6, 0
45666, 18266.4, 1
93206, 27961.8, 1
76608, 30643.2, 0
75658, 22697.4, 0
32707, 22894.9, 1
32833, 16416.5, 1
76360, 22908.0, 0
40756, 12226.8, 1
84046, 58832.2, 1
67394, 13478.8, 0
64524, 19357.2, 1
15461, 7730.5, 1
75560, 22668.0, 0
77078, 53954.6, 0
99739, 29921.7, 1
48797, 14639.1, 0
88931, 62251.7, 0
50975, 10195.0, 0
72932, 29172.8, 0
61502, 12300.4, 0
31061, 12424.4, 0
83642, 41821.0, 0
2760, 1656.0, 0
98003, 29400.9, 0
65299, 13059.8, 0
4055, 2433.0, 0
27663, 8298.9, 0
68461, 20538.3, 0
57915, 17374.5, 0
92093, 55255.8, 0
83447, 41723.5, 1
27160, 5432.0, 0
44560, 13368.0, 0
30626, 9187.8, 0
84082, 16816.4, 0
79320, 39660.0, 0
1916, 1149.6, 1
35323, 10596.9, 0
59862, 23944.8, 1
31155, 21808.5, 1
12938, 3881.4, 1
99798, 69858.6, 1
6593, 1977.9, 0
44823, 22411.5, 0
72080, 43248.0, 0
25171, 7551.3, 0
9951, 2985.3, 0
72401, 21720.3, 0
15148, 4544.4, 0
1458, 874.8, 0
71260, 21378.0, 0
60189, 12037.8, 0
73588, 14717.6, 0
74509, 22352.7, 0
94552, 37820.8, 1
60500, 18150.0, 0
60692, 24276.8, 0
55852, 11170.4, 0
35642, 17821.0, 0
3777, 1133.1, 0
57739, 34643.4, 0
55396, 16618.8, 0
58181, 23272.4, 0
35908, 14363.2, 1
80995, 16199.0, 0
80664, 40332.0, 0
67105, 33552.5, 0
11330, 3399.0, 0
69512, 20853.6, 0
46035, 9207.0, 0
9360, 2808.0, 1
10339, 7237.3, 1
85081, 25524.3, 0
35459, 17729.5, 0
79798, 23939.4, 0
93091, 27927.3, 0
99304, 59582.4, 0
64918, 19475.4, 1
49738, 34816.6, 0
29823, 5964.6, 0
45867, 32106.9, 1
93128, 18625.6, 0
83582, 33432.8, 0
18212, 5463.6, 0
73149, 51204.3, 0
73430, 14686.0, 0
49654, 9930.8, 0
74051, 44430.6, 1
65198, 39118.8, 0
81047, 24314.1, 1
59043, 29521.5, 0
27589, 16553.4, 0
78421, 15684.2, 0
73096, 21928.8, 0
54921, 16476.3, 0
74042, 29616.8, 1
27776, 13888.0, 0
37310, 18655.0, 1
42897, 8579.4, 0
74590, 29836.0, 0
7740, 3870.0, 1
42382, 25429.2, 0
70261, 14052.2, 0
45920, 13776.0, 0
87869, 61508.3, 0
31235, 15617.5, 0
48297, 14489.1, 0
70350, 14070.0, 1
6042, 3021.0, 0
25481, 5096.2, 0
77979, 15595.8, 0
55860, 11172.0, 0
57555, 11511.0, 0
75426, 45255.6, 0
69769, 41861.4, 1
13400, 2680.0, 0
12876, 5150.4, 0
74395, 14879.0, 0
98889, 49444.5, 0
63827, 12765.4, 0
99772, 29931.6, 0
83442, 25032.6, 0
42674, 17069.6, 1
40387, 12116.1, 0
96870, 58122.0, 0
77407, 54184.9, 1
76066, 15213.2, 0
47453, 14235.9, 1
50295, 30177.0, 0
61352, 24540.8, 1
77592, 23277.6, 0
59025, 41317.5, 1
2917, 583.4, 0
36358, 10907.4, 1
84891, 25467.3, 0
10200, 6120.0, 1
53130, 10626.0, 0
67428, 13485.6, 0
24370, 9748.0, 0
26588, 15952.8, 1
94788, 66351.6, 1
15355, 4606.5, 0
68699, 20609.7, 0
85135, 25540.5, 0
9687, 2906.1, 0
78495, 39247.5, 0
52088, 10417.6, 0
51032, 15309.6, 0
44230, 8846.0, 1
3934, 2753.8, 1
81409, 56986.3, 0
65739, 26295.6, 0
3232, 1292.8, 0
93550, 65485.0, 1
61466, 18439.8, 0
97822, 29346.6, 0
55890, 22356.0, 0
15580, 4674.0, 0
58549, 17564.7, 0
15192, 7596.0, 0
41293, 12387.9, 0
63172, 12634.4, 0
66297, 19889.1, 0
20564, 12338.4, 1
31145, 6229.0, 0
32338, 9701.4, 0
34031, 10209.3, 1
92744, 55646.4, 1
98405, 59043.0, 0
44060, 30842.0, 0
76608, 38304.0, 1
31838, 9551.4, 1
79798, 15959.6, 0
81129, 40564.5, 0
60388, 18116.4, 1
55940, 11188.0, 0
6357, 1271.4, 0
96114, 28834.2, 0
58598, 35158.8, 0
88423, 17684.6, 0
14623, 4386.9, 0
68723, 13744.6, 0
72482, 50737.4, 1
55851, 11170.2, 0
38728, 23236.8, 0
69066, 13813.2, 0
71996, 21598.8, 0
55021, 16506.3, 0
57865, 28932.5, 1
98677, 29603.1, 0
30649, 6129.8, 0
62340, 18702.0, 1
8934, 1786.8, 0
82130, 41065.0, 1
20988, 14691.6, 1
91380, 54828.0, 1
40062, 8012.4, 0
13312, 6656.0, 0
22855, 4571.0, 0
67443, 13488.6, 0
23388, 9355.2, 1
2205, 1323.0, 0
59550, 41685.0, 1
50519, 25259.5, 1
32542, 16271.0, 1
8216, 1643.2, 0
99284, 29785.2, 0
15793, 4737.9, 0
73095, 21928.5, 0
2391, 478.2, 0
25872, 7761.6, 0
48947, 34262.9, 0
1989, 397.8, 0
36753, 11025.9, 0
91070, 63749.0, 1
24363, 7308.9, 1
47739, 9547.8, 0
9872, 1974.4, 0
7495, 2998.0, 0
97958, 58774.8, 0
94772, 56863.2, 0
34674, 10402.2, 1
72007, 21602.1, 0
76947, 23084.1, 0
22482, 6744.6, 0
34601, 17300.5, 1
53724, 10744.8, 0
31375, 9412.5, 0
90164, 18032.8, 0
5050, 1515.0, 0
40444, 12133.2, 0
33843, 6768.6, 0
86097, 17219.4, 0
78882, 15776.4, 0
67517, 33758.5, 0
8845, 5307.0, 1
20356, 6106.8, 1
25279, 15167.4, 0
87487, 26246.1, 0
85678, 42839.0, 1
90696, 45348.0, 0
33015, 9904.5, 0
90254, 27076.2, 1
57629, 17288.7, 0
8607, 1721.4, 0
99867, 29960.1, 0
46484, 13945.2, 0
29860, 11944.0, 0
73140, 14628.0, 0
85530, 51318.0, 0
41965, 12589.5, 0
57371, 17211.3, 0
5819, 2327.6, 0
28091, 14045.5, 0
5408, 1081.6, 1
45570, 22785.0, 0
56181, 22472.4, 1
37633, 15053.2, 0
37776, 18888.0, 0
66809, 20042.7, 0
64679, 38807.4, 0
49349, 9869.8, 0
76055, 15211.0, 0
63584, 12716.8, 0
71868, 43120.8, 1
35565, 10669.5, 0
86824, 26047.2, 0
24034, 4806.8, 0
49095, 24547.5, 0
58429, 17528.7, 0
32360, 12944.0, 0
45836, 32085.2, 0
24662, 4932.4, 0
37032, 11109.6, 1
14264, 4279.2, 0
95977, 67183.9, 1
51140, 15342.0, 0
82590, 24777.0, 0
98997, 69297.9, 1
18910, 3782.0, 0
46228, 13868.4, 0
58631, 17589.3, 0
8657, 4328.5, 1
78303, 39151.5, 0
74071, 22221.3, 0
34603, 10380.9, 1
47032, 18812.8, 0
30566, 9169.8, 0
65398, 19619.4, 1
12315, 3694.5, 0
85321, 25596.3, 0
4152, 2491.2, 0
61113, 12222.6, 0
19049, 11429.4, 0
44668, 26800.8, 0
7396, 1479.2, 0
88198, 61738.6, 1
34202, 10260.6, 1
18424, 5527.2, 0
56734, 28367.0, 0
87163, 61014.1, 1
22331, 6699.3, 0
37001, 25900.7, 1
64778, 38866.8, 1
41237, 12371.1, 0
58174, 29087.0, 0
50300, 15090.0, 1
17379, 3475.8, 0
47975, 23987.5, 0
55226, 16567.8, 1
65100, 13020.0, 0
59129, 35477.4, 1
41386, 20693.0, 0
58168, 17450.4, 1
80225, 16045.0, 0
73161, 14632.2, 0
39699, 11909.7, 0
83585, 25075.5, 0
78578, 23573.4, 0
47333, 14199.9, 0
23860, 7158.0, 0
3284, 1970.4, 0
82030, 16406.0, 0
59242, 17772.6, 0
91017, 27305.1, 0
58970, 17691.0, 1
51901, 36330.7, 1
37235, 11170.5, 1
6323, 1896.9, 0
74536, 44721.6, 1
26461, 10584.4, 1
76764, 38382.0, 1
19810, 5943.0, 0
27040, 13520.0, 0
18626, 13038.2, 0
2729, 818.7, 0
10126, 2025.2, 0
97136, 58281.6, 1
31658, 9497.4, 1
33791, 6758.2, 0
47729, 19091.6, 0
24383, 4876.6, 0
36342, 7268.4, 0
3475, 1042.5, 1
40314, 20157.0, 0
42301, 8460.2, 0
45876, 22938.0, 0
24984, 7495.2, 0
76697, 46018.2, 1
84014, 25204.2, 0
83010, 24903.0, 0
9185, 5511.0, 1
74158, 44494.8, 1
82688, 24806.4, 0
25762, 7728.6, 0
31661, 9498.3, 1
79181, 23754.3, 0
11866, 3559.8, 1
50487, 15146.1, 0
47761, 28656.6, 0
84354, 33741.6, 1
19544, 7817.6, 1
11713, 4685.2, 0
83513, 25053.9, 0
89493, 26847.9, 0
41657, 12497.1, 0
42403, 21201.5, 0
36428, 25499.6, 0
45168, 9033.6, 1
21696, 6508.8, 0
21535, 6460.5, 0
24648, 7394.4, 0
18370, 11022.0, 1
8391, 1678.2, 0
29613, 8883.9, 0
72011, 14402.2, 0
81315, 48789.0, 0
88067, 17613.4, 0
21586, 4317.2, 0
86357, 25907.1, 0
75022, 22506.6, 1
43538, 13061.4, 0
91863, 64304.1, 1
11699, 3509.7, 0
82359, 49415.4, 0
39052, 11715.6, 0
44067, 13220.1, 0
4920, 1968.0, 0
14508, 5803.2, 0
16103, 4830.9, 0
25552, 7665.6, 1
47458, 9491.6, 0
2140, 428.0, 0
15848, 4754.4, 0
24374, 7312.2, 0
26932, 16159.2, 0
64767, 25906.8, 1
87752, 17550.4, 0
72203, 14440.6, 1
48837, 29302.2, 0
50040, 35028.0, 1
19497, 5849.1, 0
51183, 10236.6, 0
13258, 3977.4, 0
59109, 23643.6, 1
18642, 5592.6, 0
67556, 20266.8, 0
42041, 12612.3, 0
19843, 5952.9, 0
17305, 5191.5, 1
87665, 17533.0, 0
88335, 17667.0, 1
58718, 11743.6, 0
19570, 13699.0, 1
36516, 14606.4, 0
21004, 14702.8, 0
41367, 20683.5, 1
77257, 15451.4, 0
8864, 2659.2, 0
22741, 9096.4, 1
84775, 59342.5, 0
9734, 1946.8, 0
7373, 4423.8, 0
78261, 23478.3, 1
36809, 11042.7, 1
81673, 24501.9, 1
6549, 2619.6, 0
26610, 10644.0, 1
40868, 28607.6, 1
7706, 2311.8, 0
69409, 20822.7, 0
33603, 16801.5, 1
9527, 1905.4, 0
67321, 33660.5, 1
61735, 18520.5, 0
61525, 12305.0, 0
10180, 2036.0, 1
68722, 13744.4, 0
13799, 4139.7, 0
20687, 4137.4, 0
95914, 28774.2, 0
31823, 6364.6, 0
70606, 49424.2, 0
9504, 6652.8, 1
47612, 23806.0, 0
89649, 17929.8, 0
30757, 9227.1, 0
27517, 8255.1, 0
29080, 8724.0, 0
52535, 15760.5, 1
23397, 14038.2, 0
49848, 29908.8, 1
75134, 22540.2, 0
29352, 8805.6, 0
77441, 23232.3, 0
17499, 10499.4, 0
44051, 13215.3, 0
49669, 9933.8, 0
94380, 66066.0, 1
94615, 56769.0, 0
88527, 17705.4, 0
53526, 10705.2, 0
58893, 17667.9, 1
73395, 22018.5, 0
49952, 29971.2, 0
1189, 832.3, 1
66039, 13207.8, 0
69628, 13925.6, 0
17646, 5293.8, 0
70116, 35058.0, 0
80077, 56053.9, 1
40120, 20060.0, 1
38803, 7760.6, 0
97158, 68010.6, 0
9528, 6669.6, 1
83809, 58666.3, 0
90133, 45066.5, 1
43661, 8732.2, 0
75869, 37934.5, 0
39419, 11825.7, 1
50385, 15115.5, 1
40916, 12274.8, 0
13680, 4104.0, 1
6526, 1305.2, 0
29736, 8920.8, 0
30773, 9231.9, 0
42158, 21079.0, 1
71320, 21396.0, 0
47235, 28341.0, 0
51895, 10379.0, 0
82444, 41222.0, 0
48350, 19340.0, 0
8364, 3345.6, 0
43150, 30205.0, 1
11755, 7053.0, 0
85130, 25539.0, 0
23355, 7006.5, 0
31387, 9416.1, 1
12183, 3654.9, 0
40867, 24520.2, 0
62655, 18796.5, 0
15449, 3089.8, 0
61108, 18332.4, 0
13048, 9133.6, 1
77895, 15579.0, 0
44496, 17798.4, 1
1797, 718.8, 0
99716, 19943.2, 0
76681, 53676.7, 0
85362, 25608.6, 0
96092, 19218.4, 0
23775, 11887.5, 0
61641, 12328.2, 0
5681, 1704.3, 0
88773, 35509.2, 0
52162, 15648.6, 0
15914, 4774.2, 1
86085, 25825.5, 0
19912, 5973.6, 0
83283, 24984.9, 0
63462, 19038.6, 0
65699, 19709.7, 0
76345, 15269.0, 0
83157, 33262.8, 0
16644, 8322.0, 0
7071, 1414.2, 0
6726, 1345.2, 0
43617, 8723.4, 0
47638, 28582.8, 1
47992, 19196.8, 1
44978, 8995.6, 0
22969, 16078.3, 1
87037, 26111.1, 0
83279, 33311.6, 0
76296, 22888.8, 0
41067, 12320.1, 0
6297, 3148.5, 1
87506, 61254.2, 0
