id,value,proposed,result
4, 6812, 4087.2, 0
8, 4994, 1498.2, 1
1, 1430, 429.0, 1
5, 6082, 1216.4, 0
1, 2908, 872.4, 0
5, 4340, 868.0, 1
1, 2529, 758.7, 0
5, 1079, 215.8, 1
8, 3988, 1196.4, 0
9, 9063, 2718.9, 0
7, 3990, 1197.0, 1
3, 8912, 4456.0, 0
6, 4515, 1806.0, 0
7, 8492, 2547.6, 0
7, 1066, 319.8, 1
3, 7854, 3927.0, 1
5, 1858, 371.6, 0
5, 3039, 607.8, 0
6, 3140, 1256.0, 0
5, 6394, 1278.8, 0
4, 4151, 2490.6, 0
2, 1168, 233.6, 0
4, 3253, 1951.8, 0
7, 3281, 984.3, 0
9, 6883, 2064.9, 0
6, 1099, 439.6, 0
9, 1850, 555.0, 0
8, 7041, 2112.3, 0
4, 1726, 1035.6, 0
7, 6607, 1982.1, 0
4, 3271, 1962.6, 0
2, 6417, 1283.4, 0
4, 8003, 4801.8, 1
7, 1794, 538.2, 0
8, 9889, 2966.7, 1
4, 3792, 2275.2, 0
1, 5873, 1761.9, 0
9, 4879, 1463.7, 0
5, 3126, 625.2, 1
9, 5840, 1752.0, 1
2, 2952, 590.4, 0
2, 6031, 1206.2, 1
2, 6887, 1377.4, 1
5, 5814, 1162.8, 1
0, 9953, 6967.1, 0
7, 1024, 307.2, 0
4, 8883, 5329.8, 1
5, 4209, 841.8, 1
9, 5363, 1608.9, 0
3, 1245, 622.5, 0
4, 7496, 4497.6, 0
8, 4124, 1237.2, 0
3, 6753, 3376.5, 0
9, 3076, 922.8, 0
5, 8914, 1782.8, 0
5, 7898, 1579.6, 0
9, 6531, 1959.3, 0
6, 2534, 1013.6, 0
4, 9548, 5728.8, 0
0, 2727, 1908.9, 0
2, 3260, 652.0, 0
3, 6478, 3239.0, 1
6, 9866, 3946.4, 0
9, 1561, 468.3, 0
2, 1525, 305.0, 1
6, 5560, 2224.0, 0
7, 4742, 1422.6, 0
2, 2112, 422.4, 1
1, 3458, 1037.4, 0
9, 8742, 2622.6, 0
9, 8565, 2569.5, 1
7, 2196, 658.8, 0
2, 8280, 1656.0, 0
4, 6763, 4057.8, 1
6, 6779, 2711.6, 1
7, 6146, 1843.8, 0
6, 7086, 2834.4, 0
2, 1395, 279.0, 1
3, 2097, 1048.5, 0
8, 4978, 1493.4, 0
7, 8204, 2461.2, 1
1, 2537, 761.1, 1
1, 9112, 2733.6, 0
4, 8234, 4940.4, 0
5, 2119, 423.8, 0
7, 1179, 353.7, 1
8, 7249, 2174.7, 0
5, 3608, 721.6, 0
7, 7011, 2103.3, 0
5, 5222, 1044.4, 1
4, 1904, 1142.4, 1
3, 3521, 1760.5, 0
1, 6120, 1836.0, 0
4, 3021, 1812.6, 0
0, 3588, 2511.6, 0
1, 2214, 664.2, 0
8, 2412, 723.6, 1
5, 8456, 1691.2, 1
2, 7955, 1591.0, 0
2, 4478, 895.6, 0
9, 2482, 744.6, 0
0, 8789, 6152.3, 0
0, 2070, 1449.0, 0
3, 7500, 3750.0, 0
4, 6033, 3619.8, 1
4, 2862, 1717.2, 0
1, 5415, 1624.5, 0
4, 9727, 5836.2, 0
5, 7685, 1537.0, 0
1, 4336, 1300.8, 1
2, 9618, 1923.6, 1
8, 1332, 399.6, 0
3, 4852, 2426.0, 0
3, 5364, 2682.0, 0
2, 2320, 464.0, 0
9, 6807, 2042.1, 0
7, 4563, 1368.9, 0
4, 3811, 2286.6, 0
9, 5199, 1559.7, 0
1, 7139, 2141.7, 0
0, 1158, 810.6, 1
1, 4974, 1492.2, 0
8, 5875, 1762.5, 0
5, 7322, 1464.4, 0
6, 9542, 3816.8, 0
6, 5691, 2276.4, 0
5, 6753, 1350.6, 1
5, 3991, 798.2, 0
0, 4519, 3163.3, 1
8, 1716, 514.8, 1
0, 1198, 838.6, 0
6, 3742, 1496.8, 0
4, 9519, 5711.4, 1
3, 3529, 1764.5, 0
7, 5423, 1626.9, 0
4, 8664, 5198.4, 0
3, 1297, 648.5, 0
1, 1349, 404.7, 0
8, 2336, 700.8, 0
9, 7161, 2148.3, 0
8, 1081, 324.3, 0
6, 5545, 2218.0, 0
3, 3493, 1746.5, 0
5, 3415, 683.0, 0
0, 3170, 2219.0, 0
9, 2641, 792.3, 0
1, 5543, 1662.9, 0
6, 1750, 700.0, 0
1, 4864, 1459.2, 0
0, 4741, 3318.7, 0
3, 3038, 1519.0, 0
7, 9346, 2803.8, 1
8, 8024, 2407.2, 1
1, 9305, 2791.5, 1
5, 5154, 1030.8, 0
6, 5703, 2281.2, 0
5, 1811, 362.2, 0
7, 5369, 1610.7, 1
5, 4029, 805.8, 0
5, 8291, 1658.2, 0
6, 4360, 1744.0, 1
8, 6218, 1865.4, 0
6, 7984, 3193.6, 1
4, 8879, 5327.4, 0
4, 8926, 5355.6, 0
5, 3073, 614.6, 0
8, 9962, 2988.6, 0
4, 2082, 1249.2, 0
6, 7454, 2981.6, 0
5, 2653, 530.6, 0
2, 8347, 1669.4, 0
1, 1367, 410.1, 0
8, 6186, 1855.8, 0
4, 3354, 2012.4, 0
5, 7220, 1444.0, 0
1, 3187, 956.1, 0
3, 7312, 3656.0, 0
8, 1716, 514.8, 1
2, 8716, 1743.2, 0
8, 6246, 1873.8, 0
2, 2306, 461.2, 0
2, 8231, 1646.2, 1
9, 5260, 1578.0, 1
5, 6170, 1234.0, 0
8, 1225, 367.5, 0
4, 8536, 5121.6, 0
6, 9149, 3659.6, 1
6, 8566, 3426.4, 0
8, 1290, 387.0, 0
0, 3618, 2532.6, 0
2, 6082, 1216.4, 1
2, 1167, 233.4, 1
1, 8104, 2431.2, 0
3, 3552, 1776.0, 0
1, 9474, 2842.2, 0
5, 4026, 805.2, 1
3, 8541, 4270.5, 0
9, 7917, 2375.1, 0
7, 2591, 777.3, 0
8, 3954, 1186.2, 1
8, 9755, 2926.5, 0
0, 2846, 1992.2, 1
0, 3780, 2646.0, 0
4, 9077, 5446.2, 1
9, 6708, 2012.4, 0
1, 8244, 2473.2, 0
3, 6628, 3314.0, 0
3, 5813, 2906.5, 0
4, 3472, 2083.2, 1
7, 5183, 1554.9, 1
0, 1640, 1148.0, 0
8, 7530, 2259.0, 0
0, 8189, 5732.3, 0
7, 9491, 2847.3, 0
4, 4089, 2453.4, 1
9, 3913, 1173.9, 1
0, 7131, 4991.7, 1
2, 8642, 1728.4, 0
7, 9788, 2936.4, 0
3, 3164, 1582.0, 0
6, 7624, 3049.6, 1
4, 1240, 744.0, 1
8, 2830, 849.0, 0
6, 6102, 2440.8, 0
2, 5082, 1016.4, 0
8, 2955, 886.5, 0
6, 7273, 2909.2, 0
5, 1499, 299.8, 0
1, 5425, 1627.5, 0
8, 2230, 669.0, 0
2, 9195, 1839.0, 0
4, 3389, 2033.4, 0
0, 8362, 5853.4, 1
3, 9207, 4603.5, 0
4, 4308, 2584.8, 0
3, 2023, 1011.5, 0
8, 4810, 1443.0, 1
0, 2277, 1593.9, 0
8, 8765, 2629.5, 1
5, 1109, 221.8, 0
7, 7973, 2391.9, 0
0, 1397, 977.9, 0
0, 1756, 1229.2, 0
1, 2935, 880.5, 0
1, 9361, 2808.3, 1
7, 4652, 1395.6, 0
6, 4432, 1772.8, 0
9, 7249, 2174.7, 1
8, 6153, 1845.9, 0
2, 1395, 279.0, 0
8, 5776, 1732.8, 0
2, 4274, 854.8, 1
6, 3247, 1298.8, 0
6, 3488, 1395.2, 0
5, 7443, 1488.6, 0
5, 2972, 594.4, 0
9, 8386, 2515.8, 0
0, 2676, 1873.2, 1
2, 1320, 264.0, 1
4, 5047, 3028.2, 1
3, 6233, 3116.5, 0
1, 9503, 2850.9, 1
8, 9031, 2709.3, 1
8, 1584, 475.2, 0
7, 2448, 734.4, 0
6, 2037, 814.8, 0
6, 3092, 1236.8, 1
6, 3196, 1278.4, 0
4, 4798, 2878.8, 1
6, 7802, 3120.8, 0
8, 1325, 397.5, 0
2, 2876, 575.2, 0
4, 1886, 1131.6, 1
5, 3320, 664.0, 1
1, 8240, 2472.0, 0
0, 3405, 2383.5, 0
4, 2326, 1395.6, 0
9, 3217, 965.1, 0
1, 1594, 478.2, 0
6, 9296, 3718.4, 1
9, 8483, 2544.9, 0
5, 9902, 1980.4, 0
4, 3764, 2258.4, 0
4, 3755, 2253.0, 0
4, 4508, 2704.8, 1
7, 8679, 2603.7, 1
0, 9980, 6986.0, 0
6, 4804, 1921.6, 1
9, 7101, 2130.3, 0
7, 6989, 2096.7, 0
3, 4494, 2247.0, 1
9, 5494, 1648.2, 0
0, 9948, 6963.6, 1
4, 1559, 935.4, 0
5, 9603, 1920.6, 0
4, 7538, 4522.8, 1
3, 6234, 3117.0, 0
6, 5666, 2266.4, 0
8, 1500, 450.0, 0
6, 7569, 3027.6, 0
1, 1907, 572.1, 0
5, 8222, 1644.4, 0
2, 3644, 728.8, 1
3, 8855, 4427.5, 1
3, 8990, 4495.0, 0
0, 7694, 5385.8, 1
5, 8481, 1696.2, 0
1, 7630, 2289.0, 1
7, 2575, 772.5, 0
0, 4128, 2889.6, 0
6, 2109, 843.6, 0
3, 8379, 4189.5, 1
0, 3533, 2473.1, 0
1, 5150, 1545.0, 1
9, 6893, 2067.9, 0
9, 8395, 2518.5, 1
3, 4450, 2225.0, 0
7, 4877, 1463.1, 0
4, 1109, 665.4, 0
5, 4568, 913.6, 0
8, 3368, 1010.4, 1
9, 5635, 1690.5, 0
4, 6688, 4012.8, 1
5, 5825, 1165.0, 0
7, 2776, 832.8, 1
0, 5145, 3601.5, 1
2, 4249, 849.8, 0
2, 2392, 478.4, 0
9, 1876, 562.8, 0
8, 6290, 1887.0, 0
8, 6789, 2036.7, 0
7, 4450, 1335.0, 0
8, 4099, 1229.7, 0
7, 9433, 2829.9, 0
3, 9306, 4653.0, 0
8, 2349, 704.7, 1
4, 3475, 2085.0, 0
0, 9412, 6588.4, 0
5, 9328, 1865.6, 0
7, 4728, 1418.4, 0
6, 9097, 3638.8, 1
5, 8479, 1695.8, 1
3, 9462, 4731.0, 0
3, 2963, 1481.5, 0
1, 9053, 2715.9, 0
4, 5223, 3133.8, 1
0, 9179, 6425.3, 0
1, 4763, 1428.9, 0
0, 8680, 6076.0, 0
4, 6658, 3994.8, 0
5, 2143, 428.6, 0
9, 2822, 846.6, 1
1, 4804, 1441.2, 0
9, 2043, 612.9, 1
7, 3978, 1193.4, 0
8, 3591, 1077.3, 0
2, 3706, 741.2, 0
7, 2386, 715.8, 0
1, 2678, 803.4, 0
4, 9171, 5502.6, 0
0, 1466, 1026.2, 0
9, 1156, 346.8, 1
5, 2075, 415.0, 1
1, 2787, 836.1, 0
2, 8991, 1798.2, 1
2, 4507, 901.4, 1
9, 8069, 2420.7, 1
4, 9134, 5480.4, 1
8, 1581, 474.3, 0
6, 5205, 2082.0, 1
1, 8549, 2564.7, 0
2, 1880, 376.0, 0
9, 4331, 1299.3, 0
2, 4953, 990.6, 0
7, 2602, 780.6, 1
8, 2433, 729.9, 1
7, 3422, 1026.6, 1
7, 4957, 1487.1, 0
1, 3382, 1014.6, 0
5, 1969, 393.8, 0
0, 2956, 2069.2, 1
8, 5657, 1697.1, 0
5, 5122, 1024.4, 0
4, 2494, 1496.4, 1
1, 1635, 490.5, 0
1, 3526, 1057.8, 0
5, 2340, 468.0, 1
3, 6376, 3188.0, 0
7, 6674, 2002.2, 0
9, 8640, 2592.0, 0
4, 6622, 3973.2, 0
4, 9500, 5700.0, 1
2, 7557, 1511.4, 0
9, 8024, 2407.2, 1
1, 5859, 1757.7, 0
1, 2590, 777.0, 0
4, 7986, 4791.6, 0
1, 4848, 1454.4, 1
4, 9958, 5974.8, 1
0, 4094, 2865.8, 0
2, 6582, 1316.4, 0
2, 2787, 557.4, 0
3, 1551, 775.5, 0
6, 5880, 2352.0, 0
3, 1804, 902.0, 0
4, 3512, 2107.2, 1
4, 1048, 628.8, 0
3, 7296, 3648.0, 0
8, 8431, 2529.3, 0
1, 7721, 2316.3, 0
7, 7783, 2334.9, 1
7, 3609, 1082.7, 1
2, 3004, 600.8, 1
5, 9971, 1994.2, 0
0, 2056, 1439.2, 0
6, 4161, 1664.4, 0
5, 2634, 526.8, 0
7, 2529, 758.7, 0
0, 3669, 2568.3, 1
5, 6297, 1259.4, 0
6, 1851, 740.4, 0
3, 8356, 4178.0, 1
5, 2077, 415.4, 0
6, 5929, 2371.6, 0
0, 6085, 4259.5, 0
8, 2584, 775.2, 0
5, 3306, 661.2, 0
9, 5751, 1725.3, 0
9, 9859, 2957.7, 1
5, 5649, 1129.8, 1
6, 2626, 1050.4, 0
5, 4072, 814.4, 0
1, 4112, 1233.6, 0
4, 3241, 1944.6, 0
4, 9910, 5946.0, 0
4, 1764, 1058.4, 1
0, 3972, 2780.4, 0
8, 8020, 2406.0, 0
6, 4501, 1800.4, 1
2, 9389, 1877.8, 0
6, 3456, 1382.4, 0
6, 9043, 3617.2, 0
4, 3479, 2087.4, 0
8, 7831, 2349.3, 0
9, 1046, 313.8, 0
5, 7617, 1523.4, 0
0, 5836, 4085.2, 0
9, 2841, 852.3, 0
0, 5543, 3880.1, 0
4, 2767, 1660.2, 1
6, 4975, 1990.0, 0
3, 7535, 3767.5, 0
7, 2988, 896.4, 1
6, 8623, 3449.2, 1
4, 5051, 3030.6, 0
9, 5894, 1768.2, 0
8, 3887, 1166.1, 0
6, 7332, 2932.8, 0
8, 5528, 1658.4, 1
9, 8913, 2673.9, 1
2, 9155, 1831.0, 0
9, 6033, 1809.9, 0
8, 8094, 2428.2, 0
2, 8488, 1697.6, 0
3, 1746, 873.0, 0
3, 5633, 2816.5, 0
7, 9955, 2986.5, 0
8, 4996, 1498.8, 1
5, 3209, 641.8, 1
1, 5643, 1692.9, 0
0, 4647, 3252.9, 0
9, 5407, 1622.1, 0
1, 3306, 991.8, 0
0, 3279, 2295.3, 0
7, 8700, 2610.0, 0
7, 8781, 2634.3, 0
7, 4491, 1347.3, 0
9, 1036, 310.8, 1
6, 2196, 878.4, 0
8, 6469, 1940.7, 0
4, 9802, 5881.2, 0
4, 3054, 1832.4, 1
7, 1923, 576.9, 0
1, 6203, 1860.9, 0
6, 8997, 3598.8, 0
7, 8265, 2479.5, 0
1, 2989, 896.7, 1
3, 1222, 611.0, 0
1, 6708, 2012.4, 1
7, 6417, 1925.1, 1
0, 3460, 2422.0, 1
0, 7597, 5317.9, 0
9, 3455, 1036.5, 1
1, 4458, 1337.4, 0
0, 1720, 1204.0, 0
7, 5865, 1759.5, 1
7, 3565, 1069.5, 0
0, 5132, 3592.4, 0
1, 8552, 2565.6, 0
2, 5972, 1194.4, 1
1, 2714, 814.2, 0
0, 2499, 1749.3, 1
9, 5297, 1589.1, 1
3, 2561, 1280.5, 0
3, 6721, 3360.5, 0
5, 9586, 1917.2, 1
7, 6961, 2088.3, 1
3, 8757, 4378.5, 0
9, 7494, 2248.2, 1
6, 6127, 2450.8, 0
1, 2114, 634.2, 0
5, 8966, 1793.2, 0
5, 6424, 1284.8, 0
5, 6028, 1205.6, 1
2, 6481, 1296.2, 0
5, 7067, 1413.4, 0
0, 8455, 5918.5, 0
9, 5318, 1595.4, 1
2, 6352, 1270.4, 0
8, 9880, 2964.0, 0
3, 3023, 1511.5, 1
8, 8219, 2465.7, 0
6, 7917, 3166.8, 0
4, 9987, 5992.2, 0
8, 8838, 2651.4, 0
4, 5887, 3532.2, 1
0, 5686, 3980.2, 0
1, 7344, 2203.2, 0
0, 2499, 1749.3, 0
5, 4380, 876.0, 0
4, 4375, 2625.0, 1
6, 7661, 3064.4, 1
7, 9814, 2944.2, 1
0, 2875, 2012.5, 1
0, 1148, 803.6, 0
9, 9716, 2914.8, 0
0, 5504, 3852.8, 1
6, 7344, 2937.6, 0
2, 2417, 483.4, 0
8, 7608, 2282.4, 1
4, 9786, 5871.6, 1
1, 8312, 2493.6, 1
0, 6608, 4625.6, 0
1, 5666, 1699.8, 1
6, 7057, 2822.8, 0
8, 7205, 2161.5, 0
2, 9530, 1906.0, 0
6, 6233, 2493.2, 0
6, 1039, 415.6, 0
0, 7274, 5091.8, 0
7, 4443, 1332.9, 1
8, 5312, 1593.6, 0
5, 9227, 1845.4, 0
4, 4599, 2759.4, 0
2, 6106, 1221.2, 1
9, 5324, 1597.2, 0
0, 4621, 3234.7, 1
0, 2106, 1474.2, 0
3, 5667, 2833.5, 0
5, 2774, 554.8, 0
7, 3325, 997.5, 1
4, 3852, 2311.2, 0
3, 9318, 4659.0, 0
5, 2149, 429.8, 0
5, 7767, 1553.4, 1
1, 8174, 2452.2, 0
1, 3931, 1179.3, 0
0, 5904, 4132.8, 1
3, 6119, 3059.5, 1
4, 7340, 4404.0, 1
3, 8649, 4324.5, 0
2, 9805, 1961.0, 1
7, 6922, 2076.6, 0
8, 7991, 2397.3, 1
2, 4299, 859.8, 0
0, 4664, 3264.8, 0
5, 1957, 391.4, 1
7, 2352, 705.6, 0
5, 9502, 1900.4, 0
0, 8331, 5831.7, 0
2, 7458, 1491.6, 0
8, 7371, 2211.3, 0
0, 2088, 1461.6, 0
1, 1095, 328.5, 0
2, 9928, 1985.6, 0
1, 5093, 1527.9, 0
2, 3294, 658.8, 0
8, 1503, 450.9, 1
5, 1952, 390.4, 0
6, 6999, 2799.6, 0
7, 7658, 2297.4, 0
7, 2296, 688.8, 0
7, 2329, 698.7, 0
8, 1440, 432.0, 0
9, 7212, 2163.6, 0
9, 8528, 2558.4, 0
1, 1187, 356.1, 1
3, 6239, 3119.5, 0
8, 9259, 2777.7, 0
5, 9285, 1857.0, 0
8, 3153, 945.9, 0
1, 1140, 342.0, 0
7, 7557, 2267.1, 0
5, 9602, 1920.4, 0
1, 6020, 1806.0, 0
5, 4136, 827.2, 1
7, 5325, 1597.5, 0
5, 8688, 1737.6, 0
4, 8003, 4801.8, 0
2, 7594, 1518.8, 1
2, 7540, 1508.0, 0
0, 6870, 4809.0, 0
7, 6033, 1809.9, 1
0, 2713, 1899.1, 0
5, 8017, 1603.4, 1
9, 4821, 1446.3, 1
6, 9811, 3924.4, 0
1, 8712, 2613.6, 1
7, 9904, 2971.2, 0
3, 2766, 1383.0, 0
2, 1568, 313.6, 1
9, 8367, 2510.1, 0
3, 1486, 743.0, 1
5, 4798, 959.6, 1
1, 4813, 1443.9, 0
8, 3850, 1155.0, 0
0, 2601, 1820.7, 0
0, 6845, 4791.5, 0
2, 4177, 835.4, 0
6, 2579, 1031.6, 0
8, 1697, 509.1, 0
8, 2894, 868.2, 1
8, 3325, 997.5, 1
8, 3176, 952.8, 0
1, 2171, 651.3, 0
5, 1291, 258.2, 1
8, 9108, 2732.4, 0
5, 6064, 1212.8, 0
9, 6365, 1909.5, 0
5, 5450, 1090.0, 0
7, 6399, 1919.7, 0
7, 9761, 2928.3, 0
3, 2664, 1332.0, 1
1, 3210, 963.0, 0
0, 4647, 3252.9, 1
9, 9517, 2855.1, 0
7, 3424, 1027.2, 0
8, 7914, 2374.2, 1
0, 1905, 1333.5, 1
3, 7196, 3598.0, 0
3, 3971, 1985.5, 0
7, 7051, 2115.3, 0
2, 7287, 1457.4, 0
2, 5623, 1124.6, 0
2, 7119, 1423.8, 0
0, 5959, 4171.3, 1
6, 3262, 1304.8, 1
0, 8547, 5982.9, 0
7, 9732, 2919.6, 0
1, 1985, 595.5, 0
4, 1342, 805.2, 0
4, 4056, 2433.6, 0
6, 9347, 3738.8, 1
8, 6758, 2027.4, 0
1, 3895, 1168.5, 0
9, 1440, 432.0, 0
8, 3054, 916.2, 0
6, 6682, 2672.8, 0
1, 8440, 2532.0, 1
8, 9101, 2730.3, 0
5, 7708, 1541.6, 1
8, 9477, 2843.1, 0
3, 8759, 4379.5, 0
4, 1409, 845.4, 0
2, 3670, 734.0, 0
4, 8524, 5114.4, 1
5, 5766, 1153.2, 0
1, 5976, 1792.8, 0
7, 5563, 1668.9, 0
2, 2306, 461.2, 0
7, 1507, 452.1, 0
5, 4673, 934.6, 1
9, 1890, 567.0, 0
8, 2877, 863.1, 0
4, 9611, 5766.6, 0
5, 4517, 903.4, 0
5, 8889, 1777.8, 0
1, 4656, 1396.8, 0
5, 8059, 1611.8, 1
3, 9883, 4941.5, 0
3, 8654, 4327.0, 1
5, 5297, 1059.4, 0
7, 5330, 1599.0, 0
5, 3283, 656.6, 0
0, 4862, 3403.4, 0
1, 6314, 1894.2, 0
5, 6634, 1326.8, 0
5, 2618, 523.6, 1
2, 1136, 227.2, 0
3, 1339, 669.5, 0
3, 8304, 4152.0, 1
4, 8191, 4914.6, 0
7, 3326, 997.8, 0
9, 4047, 1214.1, 1
3, 8118, 4059.0, 1
6, 8217, 3286.8, 0
2, 1462, 292.4, 0
3, 6042, 3021.0, 0
7, 9756, 2926.8, 1
4, 2339, 1403.4, 0
1, 6276, 1882.8, 0
1, 4800, 1440.0, 0
6, 4073, 1629.2, 1
3, 2696, 1348.0, 1
7, 1628, 488.4, 0
6, 4078, 1631.2, 0
5, 9227, 1845.4, 0
2, 4305, 861.0, 0
0, 4689, 3282.3, 1
6, 4612, 1844.8, 0
7, 6118, 1835.4, 1
9, 7414, 2224.2, 0
5, 1727, 345.4, 0
2, 9345, 1869.0, 0
5, 2433, 486.6, 0
9, 6075, 1822.5, 0
9, 7406, 2221.8, 0
3, 8135, 4067.5, 0
5, 3560, 712.0, 1
4, 5174, 3104.4, 0
5, 4993, 998.6, 0
8, 3974, 1192.2, 1
0, 7754, 5427.8, 0
0, 2749, 1924.3, 0
4, 7974, 4784.4, 0
1, 7841, 2352.3, 0
1, 1031, 309.3, 1
2, 8641, 1728.2, 0
8, 7770, 2331.0, 1
1, 3803, 1140.9, 1
7, 2273, 681.9, 0
9, 9283, 2784.9, 1
5, 8145, 1629.0, 0
1, 8517, 2555.1, 0
8, 1389, 416.7, 0
2, 9489, 1897.8, 0
0, 6374, 4461.8, 0
4, 6404, 3842.4, 1
8, 3764, 1129.2, 0
8, 5727, 1718.1, 1
4, 5371, 3222.6, 0
2, 3824, 764.8, 0
3, 3806, 1903.0, 0
5, 5726, 1145.2, 0
2, 4999, 999.8, 0
6, 9094, 3637.6, 0
7, 8680, 2604.0, 1
2, 7414, 1482.8, 0
7, 2124, 637.2, 1
8, 6929, 2078.7, 0
5, 8621, 1724.2, 0
8, 1400, 420.0, 0
7, 8443, 2532.9, 0
9, 7888, 2366.4, 0
5, 3048, 609.6, 0
3, 4673, 2336.5, 0
1, 1846, 553.8, 1
3, 1480, 740.0, 1
3, 5417, 2708.5, 0
6, 5773, 2309.2, 1
4, 7195, 4317.0, 0
3, 7126, 3563.0, 1
0, 4124, 2886.8, 1
3, 2128, 1064.0, 1
1, 3629, 1088.7, 0
2, 5162, 1032.4, 0
2, 6839, 1367.8, 1
6, 2092, 836.8, 1
5, 1268, 253.6, 0
4, 4082, 2449.2, 0
0, 8353, 5847.1, 0
8, 7759, 2327.7, 0
0, 3852, 2696.4, 0
2, 6732, 1346.4, 0
9, 1650, 495.0, 0
0, 5885, 4119.5, 0
4, 3183, 1909.8, 1
5, 4567, 913.4, 1
5, 4148, 829.6, 0
5, 3287, 657.4, 0
9, 3562, 1068.6, 0
8, 3406, 1021.8, 1
0, 4720, 3304.0, 0
8, 7033, 2109.9, 0
1, 5278, 1583.4, 0
6, 7056, 2822.4, 1
0, 2824, 1976.8, 0
1, 8322, 2496.6, 0
8, 4154, 1246.2, 0
0, 4461, 3122.7, 0
7, 5423, 1626.9, 0
3, 7757, 3878.5, 0
4, 1988, 1192.8, 1
0, 7365, 5155.5, 0
6, 4802, 1920.8, 0
1, 8174, 2452.2, 0
8, 4628, 1388.4, 0
2, 2971, 594.2, 1
9, 4778, 1433.4, 0
4, 5957, 3574.2, 0
9, 1774, 532.2, 1
5, 2903, 580.6, 0
9, 5403, 1620.9, 0
0, 9202, 6441.4, 1
2, 4481, 896.2, 0
8, 8768, 2630.4, 0
0, 9874, 6911.8, 1
9, 2061, 618.3, 0
3, 6962, 3481.0, 0
2, 4192, 838.4, 0
4, 2340, 1404.0, 0
6, 7440, 2976.0, 0
3, 7394, 3697.0, 0
4, 7046, 4227.6, 0
3, 3152, 1576.0, 1
9, 5717, 1715.1, 0
8, 5629, 1688.7, 1
4, 8144, 4886.4, 0
6, 4983, 1993.2, 0
3, 4801, 2400.5, 0
8, 2678, 803.4, 0
5, 8429, 1685.8, 1
3, 5013, 2506.5, 1
9, 9480, 2844.0, 0
4, 7136, 4281.6, 0
6, 9051, 3620.4, 1
4, 7371, 4422.6, 0
6, 1917, 766.8, 1
5, 8215, 1643.0, 1
1, 9575, 2872.5, 0
6, 5375, 2150.0, 1
8, 9460, 2838.0, 0
7, 6054, 1816.2, 1
3, 5206, 2603.0, 0
9, 3530, 1059.0, 0
5, 5489, 1097.8, 0
9, 2400, 720.0, 0
3, 9884, 4942.0, 0
4, 6881, 4128.6, 0
9, 7026, 2107.8, 0
8, 5962, 1788.6, 0
1, 8304, 2491.2, 0
1, 9620, 2886.0, 1
1, 3892, 1167.6, 1
8, 2827, 848.1, 0
6, 8075, 3230.0, 1
3, 8602, 4301.0, 0
3, 5620, 2810.0, 0
3, 3951, 1975.5, 0
0, 5814, 4069.8, 1
3, 1252, 626.0, 0
6, 6737, 2694.8, 0
6, 2119, 847.6, 0
7, 3285, 985.5, 1
9, 7217, 2165.1, 0
9, 5300, 1590.0, 0
5, 9715, 1943.0, 0
3, 7275, 3637.5, 0
2, 8058, 1611.6, 1
9, 4510, 1353.0, 1
6, 8683, 3473.2, 0
6, 4999, 1999.6, 0
1, 7109, 2132.7, 1
8, 3831, 1149.3, 0
7, 6981, 2094.3, 0
7, 6888, 2066.4, 0
0, 5327, 3728.9, 1
7, 6839, 2051.7, 0
1, 2346, 703.8, 0
1, 4086, 1225.8, 0
2, 1393, 278.6, 0
4, 3146, 1887.6, 0
7, 9585, 2875.5, 0
4, 5276, 3165.6, 0
5, 7423, 1484.6, 1
3, 3560, 1780.0, 0
7, 4493, 1347.9, 0
5, 7964, 1592.8, 0
0, 5894, 4125.8, 1
7, 7204, 2161.2, 0
5, 1453, 290.6, 0
2, 6550, 1310.0, 0
7, 5478, 1643.4, 0
7, 1889, 566.7, 1
0, 8443, 5910.1, 0
3, 9599, 4799.5, 0
5, 3921, 784.2, 0
9, 4759, 1427.7, 0
9, 5620, 1686.0, 0
6, 6555, 2622.0, 0
6, 7442, 2976.8, 0
6, 1891, 756.4, 0
8, 1633, 489.9, 0
9, 2917, 875.1, 0
4, 2275, 1365.0, 0
5, 6392, 1278.4, 1
9, 1096, 328.8, 0
1, 3136, 940.8, 0
7, 4788, 1436.4, 0
8, 7470, 2241.0, 0
1, 2709, 812.7, 0
3, 7847, 3923.5, 0
9, 7291, 2187.3, 0
3, 3321, 1660.5, 1
1, 4162, 1248.6, 0
6, 5380, 2152.0, 1
0, 4697, 3287.9, 0
7, 2974, 892.2, 0
5, 9989, 1997.8, 0
7, 6331, 1899.3, 0
4, 1756, 1053.6, 0
0, 1386, 970.2, 0
8, 1156, 346.8, 0
5, 9982, 1996.4, 0
2, 7026, 1405.2, 0
8, 4732, 1419.6, 0
9, 9322, 2796.6, 1
2, 8718, 1743.6, 0
3, 1125, 562.5, 1
9, 6071, 1821.3, 0
4, 4651, 2790.6, 1
1, 7902, 2370.6, 0
0, 7796, 5457.2, 0
1, 2309, 692.7, 0
1, 2380, 714.0, 0
6, 6879, 2751.6, 0
8, 5665, 1699.5, 1
6, 7803, 3121.2, 0
3, 7217, 3608.5, 0
8, 9962, 2988.6, 0
9, 4542, 1362.6, 0
0, 1259, 881.3, 0
1, 4923, 1476.9, 0
9, 4005, 1201.5, 0
2, 1377, 275.4, 0
2, 5496, 1099.2, 0
6, 4781, 1912.4, 1
1, 4895, 1468.5, 0
